Código município IBGE,Ano,Percentual de gestantes com sete ou mais consultas de pré-natal / ano
292160,2007,22.83
292160,2008,21.66
292160,2009,32.78
292160,2010,38.01
292160,2011,39.16
292160,2012,48.03
292160,2013,50.00
292160,2014,67.34
292170,2000,41.51
292170,2001,52.60
292170,2002,41.14
292170,2003,46.22
292170,2004,50.07
292170,2005,26.16
292170,2006,31.04
292170,2007,33.67
292170,2008,21.58
292170,2009,35.68
292170,2010,30.35
292170,2011,41.70
292170,2012,53.69
292170,2013,56.44
292170,2014,58.61
292180,2000,35.50
292180,2001,50.41
292180,2002,54.16
292180,2003,42.34
292180,2004,46.28
292180,2005,60.56
292180,2006,75.49
292180,2007,63.06
292180,2008,70.96
292180,2009,74.82
292180,2010,78.91
292180,2011,74.82
292180,2012,74.21
292180,2013,71.20
292180,2014,78.00
292190,2000,46.53
292190,2001,19.53
292190,2002,8.87
292190,2003,14.07
292190,2004,24.12
292190,2005,22.28
292190,2006,38.17
292190,2007,31.84
292190,2008,33.53
292190,2009,23.71
292190,2010,27.60
292190,2011,42.92
292190,2012,42.15
292190,2013,38.73
292190,2014,48.10
292200,2000,36.02
292200,2001,43.36
292200,2002,38.30
292200,2003,40.63
292200,2004,31.05
292200,2005,31.25
292200,2006,44.50
292200,2007,46.92
292200,2008,45.98
292200,2009,47.39
292200,2010,48.49
292200,2011,47.65
292200,2012,54.85
292200,2013,60.08
292200,2014,58.32
292205,2000,16.79
292205,2001,18.81
292205,2002,12.42
292205,2003,13.60
292205,2004,14.98
292205,2005,11.89
292205,2006,6.81
292205,2007,7.72
292205,2008,27.51
292205,2009,32.01
292205,2010,23.70
292205,2011,35.98
292205,2012,24.86
292205,2013,51.09
292205,2014,47.05
292210,2000,15.43
292210,2001,12.90
292210,2002,12.37
292210,2003,16.33
292210,2004,12.50
292210,2005,12.74
292210,2006,22.18
292210,2007,28.97
292210,2008,24.53
292210,2009,28.39
292210,2010,34.14
292210,2011,41.12
292210,2012,42.12
292210,2013,29.32
292210,2014,41.74
292220,2000,11.42
292220,2001,9.52
292220,2002,0
292220,2003,14.86
292220,2004,21.95
292220,2005,13.82
292220,2006,10.46
292220,2007,20.00
292220,2008,31.03
292220,2009,22.33
292220,2010,33.92
292220,2011,27.47
292220,2012,40.24
292220,2013,50.56
292220,2014,47.05
292225,2000,2.94
292225,2001,3.26
292225,2002,2.12
292225,2003,3.93
292225,2004,6.11
292225,2005,10.16
292225,2006,31.42
292225,2007,25.99
292225,2008,25.44
292225,2009,36.89
292225,2010,22.35
292225,2011,26.28
292225,2012,38.17
292225,2013,28.33
292225,2014,48.83
292230,2000,11.93
292230,2001,13.76
292230,2002,22.22
292230,2003,34.31
292230,2004,33.33
292230,2005,28.37
292230,2006,47.28
292230,2007,42.85
292230,2008,49.39
292230,2009,46.17
292230,2010,56.74
292230,2011,36.33
292230,2012,45.62
292230,2013,46.77
292230,2014,59.81
292240,2000,14.69
292240,2001,10.33
292240,2002,12.62
292240,2003,14.69
292240,2004,12.66
292240,2005,17.45
292240,2006,19.67
292240,2007,19.51
292240,2008,18.62
292240,2009,24.41
292240,2010,36.32
292240,2011,38.69
292240,2012,47.65
292240,2013,50.00
292240,2014,63.80
292250,2000,26.35
292250,2001,33.52
292250,2002,8.27
292250,2003,18.46
292250,2004,20.54
292250,2005,26.36
292250,2006,23.88
292250,2007,15.63
292250,2008,35.18
292250,2009,27.75
292250,2010,36.49
292250,2011,40.04
292250,2012,37.56
292250,2013,44.01
292250,2014,58.73
292260,2000,16.43
292260,2001,16.47
292260,2002,22.12
292260,2003,20.81
292260,2004,30.98
292260,2005,32.61
292260,2006,23.03
292260,2007,20.78
292260,2008,22.16
292260,2009,20.44
292260,2010,26.08
292260,2011,33.87
292260,2012,37.91
292260,2013,34.38
292260,2014,35.86
292265,2000,44.78
292265,2001,51.39
292265,2002,38.36
292265,2003,39.09
292265,2004,46.57
292265,2005,48.55
292265,2006,36.40
292265,2007,22.41
292265,2008,18.84
292265,2009,23.41
292265,2010,30.32
292265,2011,34.88
292265,2012,60.64
292265,2013,58.12
292265,2014,60.66
292270,2000,20.46
292270,2001,21.22
292270,2002,13.60
292270,2003,22.62
292270,2004,16.35
292270,2005,13.07
292270,2006,15.18
292270,2007,15.97
292270,2008,21.27
292270,2009,27.64
292270,2010,28.03
292270,2011,31.14
292270,2012,33.33
292270,2013,40.00
292270,2014,34.87
292273,2000,19.51
292273,2001,15.45
292273,2002,22.61
292273,2003,22.00
292273,2004,20.56
292273,2005,31.95
292273,2006,28.57
292273,2007,22.03
292273,2008,34.56
292273,2009,27.58
292273,2010,33.72
292273,2011,36.90
292273,2012,61.01
292273,2013,43.87
292273,2014,49.53
292275,2000,24.29
292275,2001,20.45
292275,2002,15.84
292275,2003,18.36
292275,2004,21.56
292275,2005,17.79
292275,2006,18.86
292275,2007,19.75
292275,2008,29.76
292275,2009,13.33
292275,2010,17.85
292275,2011,34.93
292275,2012,31.25
292275,2013,32.20
292275,2014,27.53
292280,2000,9.21
292280,2001,6.73
292280,2002,6.66
292280,2003,10.45
292280,2004,20.73
292280,2005,16.30
292280,2006,14.51
292280,2007,21.62
292280,2008,40.44
292280,2009,41.73
292280,2010,45.45
292280,2011,42.53
292280,2012,42.50
292280,2013,44.11
292280,2014,60.80
292285,2000,3.68
292285,2001,3.09
292285,2002,1.78
292285,2003,6.43
292285,2004,10.24
292285,2005,18.23
292285,2006,17.12
292285,2007,10.57
292285,2008,15.57
292285,2009,8.47
292285,2010,10.67
292285,2011,19.49
292285,2012,13.33
292285,2013,11.42
292285,2014,29.88
292290,2000,11.98
292290,2001,14.68
292290,2002,9.17
292290,2003,5.03
292290,2004,9.24
292290,2005,10.38
292290,2006,19.41
292290,2007,10.92
292290,2008,30.73
292290,2009,18.53
292290,2010,24.53
292290,2011,36.87
292290,2012,48.30
292290,2013,49.57
292290,2014,56.93
292300,2000,32.11
292300,2001,29.72
292300,2002,37.34
292300,2003,34.66
292300,2004,40.20
292300,2005,35.66
292300,2006,50.15
292300,2007,52.19
292300,2008,34.76
292300,2009,46.89
292300,2010,57.42
292300,2011,47.82
292300,2012,49.93
292300,2013,52.45
292300,2014,52.30
292303,2000,21.42
292303,2001,21.48
292303,2002,14.28
292303,2003,17.00
292303,2004,24.00
292303,2005,22.58
292303,2006,23.71
292303,2007,23.21
292303,2008,19.10
292303,2009,24.79
292303,2010,29.10
292303,2011,46.46
292303,2012,52.38
292303,2013,58.11
292303,2014,59.70
292305,2000,21.76
292305,2001,15.38
292305,2002,22.92
292305,2003,27.16
292305,2004,33.33
292305,2005,48.21
292305,2006,41.40
292305,2007,43.16
292305,2008,41.25
292305,2009,30.32
292305,2010,36.50
292305,2011,44.52
292305,2012,57.25
292305,2013,64.70
292305,2014,66.30
292310,2000,7.84
292310,2001,1.84
292310,2002,4.12
292310,2003,3.43
292310,2004,6.87
292310,2005,11.22
292310,2006,11.06
292310,2007,18.37
292310,2008,19.90
292310,2009,21.52
292310,2010,30.39
292310,2011,33.04
292310,2012,32.94
292310,2013,39.64
292310,2014,47.77
292320,2000,8.21
292320,2001,2.36
292320,2002,4.81
292320,2003,6.98
292320,2004,10.25
292320,2005,9.73
292320,2006,23.22
292320,2007,29.84
292320,2008,30.27
292320,2009,41.92
292320,2010,34.50
292320,2011,49.80
292320,2012,47.97
292320,2013,48.23
292320,2014,60.97
292330,2000,22.06
292330,2001,15.92
292330,2002,22.14
292330,2003,35.23
292330,2004,26.92
292330,2005,23.36
292330,2006,24.46
292330,2007,22.68
292330,2008,35.77
292330,2009,49.50
292330,2010,44.91
292330,2011,36.03
292330,2012,54.20
292330,2013,49.05
292330,2014,49.42
292335,2000,5.51
292335,2001,7.25
292335,2002,8.00
292335,2003,17.00
292335,2004,14.28
292335,2005,10.27
292335,2006,16.92
292335,2007,24.22
292335,2008,34.16
292335,2009,33.67
292335,2010,44.15
292335,2011,47.78
292335,2012,41.07
292335,2013,44.59
292335,2014,59.92
292340,2000,10.39
292340,2001,13.13
292340,2002,9.58
292340,2003,16.84
292340,2004,17.37
292340,2005,25.92
292340,2006,20.27
292340,2007,31.80
292340,2008,28.28
292340,2009,32.59
292340,2010,41.60
292340,2011,59.04
292340,2012,63.70
292340,2013,64.77
292340,2014,71.88
292350,2000,32.85
292350,2001,31.78
292350,2002,29.92
292350,2003,36.52
292350,2004,32.35
292350,2005,29.53
292350,2006,31.25
292350,2007,49.16
292350,2008,49.35
292350,2009,38.80
292350,2010,43.35
292350,2011,40.29
292350,2012,51.65
292350,2013,58.45
292350,2014,66.66
292360,2000,52.40
292360,2001,67.68
292360,2002,55.10
292360,2003,69.13
292360,2004,64.63
292360,2005,73.93
292360,2006,73.95
292360,2007,67.09
292360,2008,57.78
292360,2009,56.31
292360,2010,74.02
292360,2011,84.43
292360,2012,74.67
292360,2013,84.84
292360,2014,82.86
292370,2000,5.14
292370,2001,6.67
292370,2002,12.47
292370,2003,18.10
292370,2004,13.44
292370,2005,11.83
292370,2006,13.05
292370,2007,16.41
292370,2008,10.94
292370,2009,19.74
292370,2010,20.40
292370,2011,35.42
292370,2012,53.25
292370,2013,51.05
292370,2014,63.46
292380,2000,0.71
292380,2001,16.88
292380,2002,26.34
292380,2003,25.67
292380,2004,29.62
292380,2005,26.98
292380,2006,22.08
292380,2007,17.07
292380,2008,20.23
292380,2009,20.84
292380,2010,20.53
292380,2011,30.23
292380,2012,40.54
292380,2013,51.02
292380,2014,55.34
292390,2000,13.40
292390,2001,16.07
292390,2002,6.41
292390,2003,9.88
292390,2004,8.41
292390,2005,17.13
292390,2006,30.52
292390,2007,20.56
292390,2008,18.29
292390,2009,14.13
292390,2010,12.79
292390,2011,30.95
292390,2012,37.03
292390,2013,46.04
292390,2014,55.33
292400,2000,20.65
292400,2001,28.64
292400,2002,27.92
292400,2003,28.22
292400,2004,32.02
292400,2005,32.07
292400,2006,32.77
292400,2007,31.03
292400,2008,38.00
292400,2009,42.13
292400,2010,44.56
292400,2011,51.20
292400,2012,53.97
292400,2013,59.97
292400,2014,56.10
292405,2000,13.69
292405,2001,14.76
292405,2002,19.46
292405,2003,21.49
292405,2004,18.99
292405,2005,27.85
292405,2006,23.89
292405,2007,27.81
292405,2008,22.35
292405,2009,28.28
292405,2010,33.33
292405,2011,44.72
292405,2012,50.00
292405,2013,57.53
292405,2014,65.98
292410,2000,15.51
292410,2001,9.63
292410,2002,23.68
292410,2003,31.16
292410,2004,25.55
292410,2005,24.09
292410,2006,28.57
292410,2007,13.72
292410,2008,30.43
292410,2009,40.57
292410,2010,38.09
292410,2011,38.80
292410,2012,48.78
292410,2013,23.18
292410,2014,31.81
292420,2000,0
292420,2001,1.86
292420,2002,14.45
292420,2003,22.35
292420,2004,20.70
292420,2005,19.91
292420,2006,33.33
292420,2007,56.69
292420,2008,53.45
292420,2009,68.22
292420,2010,64.09
292420,2011,32.47
292420,2012,37.26
292420,2013,40.29
292420,2014,42.20
292430,2000,29.38
292430,2001,24.73
292430,2002,40.65
292430,2003,32.73
292430,2004,31.64
292430,2005,39.93
292430,2006,19.79
292430,2007,24.20
292430,2008,44.36
292430,2009,47.14
292430,2010,48.75
292430,2011,61.64
292430,2012,69.64
292430,2013,57.31
292430,2014,64.98
292440,2000,32.36
292440,2001,62.71
292440,2002,14.31
292440,2003,15.88
292440,2004,12.89
292440,2005,6.51
292440,2006,5.20
292440,2007,6.57
292440,2008,9.84
292440,2009,10.42
292440,2010,8.08
292440,2011,2.86
292440,2012,8.33
292440,2013,11.89
292440,2014,20.85
292450,2000,14.18
292450,2001,17.29
292450,2002,36.98
292450,2003,21.66
292450,2004,19.27
292450,2005,12.69
292450,2006,29.89
292450,2007,35.13
292450,2008,49.28
292450,2009,48.86
292450,2010,55.97
292450,2011,62.30
292450,2012,58.12
292450,2013,75.12
292450,2014,81.77
292460,2000,22.68
292460,2001,27.90
292460,2002,24.92
292460,2003,24.40
292460,2004,20.94
292460,2005,15.58
292460,2006,21.09
292460,2007,24.31
292460,2008,23.33
292460,2009,32.65
292460,2010,36.59
292460,2011,59.64
292460,2012,63.17
292460,2013,66.44
292460,2014,70.68
292465,2000,18.06
292465,2001,12.20
292465,2002,16.44
292465,2003,34.53
292465,2004,18.78
292465,2005,19.23
292465,2006,23.88
292465,2007,27.45
292465,2008,25.00
292465,2009,20.58
292465,2010,33.72
292465,2011,39.31
292465,2012,54.08
292465,2013,26.66
292465,2014,47.25
292467,2000,4.03
292467,2001,6.20
292467,2002,17.36
292467,2003,13.67
292467,2004,9.62
292467,2005,6.99
292467,2006,18.46
292467,2007,15.90
292467,2008,14.79
292467,2009,5.55
292467,2010,10.43
292467,2011,18.97
292467,2012,20.75
292467,2013,22.00
292467,2014,31.73
292470,2000,16.55
292470,2001,24.22
292470,2002,50.87
292470,2003,36.28
292470,2004,37.59
292470,2005,52.80
292470,2006,55.47
292470,2007,50.43
292470,2008,56.25
292470,2009,49.59
292470,2010,44.34
292470,2011,68.75
292470,2012,66.95
292470,2013,60.19
292470,2014,68.85
292480,2000,24.68
292480,2001,29.87
292480,2002,38.50
292480,2003,32.83
292480,2004,29.49
292480,2005,24.62
292480,2006,26.51
292480,2007,24.83
292480,2008,26.57
292480,2009,30.55
292480,2010,35.17
292480,2011,38.51
292480,2012,40.07
292480,2013,35.41
292480,2014,53.84
292490,2000,8.19
292490,2001,15.96
292490,2002,11.88
292490,2003,6.79
292490,2004,13.79
292490,2005,25.86
292490,2006,10.37
292490,2007,18.96
292490,2008,17.88
292490,2009,21.21
292490,2010,35.64
292490,2011,54.95
292490,2012,64.48
292490,2013,70.00
292490,2014,76.19
292500,2000,27.85
292500,2001,35.66
292500,2002,38.74
292500,2003,31.66
292500,2004,35.25
292500,2005,16.08
292500,2006,20.87
292500,2007,17.84
292500,2008,36.04
292500,2009,41.14
292500,2010,34.21
292500,2011,40.97
292500,2012,48.88
292500,2013,50.60
292500,2014,63.72
292510,2000,24.58
292510,2001,21.05
292510,2002,22.15
292510,2003,19.23
292510,2004,19.24
292510,2005,21.79
292510,2006,22.92
292510,2007,24.41
292510,2008,25.36
292510,2009,34.17
292510,2010,36.36
292510,2011,32.96
292510,2012,45.24
292510,2013,46.34
292510,2014,48.12
292520,2000,14.02
292520,2001,11.88
292520,2002,21.03
292520,2003,26.06
292520,2004,35.14
292520,2005,37.43
292520,2006,35.87
292520,2007,32.37
292520,2008,31.73
292520,2009,54.25
292520,2010,58.13
292520,2011,57.07
292520,2012,57.06
292520,2013,57.27
292520,2014,60.38
292525,2000,32.99
292525,2001,15.63
292525,2002,23.90
292525,2003,16.61
292525,2004,17.43
292525,2005,29.81
292525,2006,22.37
292525,2007,22.45
292525,2008,32.80
292525,2009,30.85
292525,2010,24.82
292525,2011,50.40
292525,2012,49.80
292525,2013,54.43
292525,2014,61.90
292530,2000,32.48
292530,2001,36.37
292530,2002,43.37
292530,2003,38.28
292530,2004,33.06
292530,2005,29.87
292530,2006,31.26
292530,2007,41.51
292530,2008,45.86
292530,2009,47.02
292530,2010,47.27
292530,2011,46.50
292530,2012,50.37
292530,2013,49.91
292530,2014,56.65
292540,2000,21.91
292540,2001,10.00
292540,2002,17.58
292540,2003,17.28
292540,2004,21.26
292540,2005,19.10
292540,2006,21.59
292540,2007,19.84
292540,2008,24.26
292540,2009,22.29
292540,2010,24.53
292540,2011,31.70
292540,2012,23.17
292540,2013,38.09
292540,2014,44.71
292550,2000,23.81
292550,2001,25.95
292550,2002,31.34
292550,2003,28.62
292550,2004,39.25
292550,2005,35.33
292550,2006,33.82
292550,2007,34.24
292550,2008,30.51
292550,2009,31.23
292550,2010,29.92
292550,2011,34.83
292550,2012,32.93
292550,2013,35.59
292550,2014,37.83
292560,2000,30.67
292560,2001,27.01
292560,2002,27.77
292560,2003,36.40
292560,2004,29.08
292560,2005,30.79
292560,2006,26.82
292560,2007,29.28
292560,2008,35.54
292560,2009,41.37
292560,2010,46.31
292560,2011,54.37
292560,2012,63.50
292560,2013,71.65
292560,2014,73.37
292570,2000,20.92
292570,2001,34.40
292570,2002,48.25
292570,2003,43.78
292570,2004,36.04
292570,2005,48.52
292570,2006,44.37
292570,2007,45.50
292570,2008,31.67
292570,2009,38.62
292570,2010,34.78
292570,2011,44.36
292570,2012,50.00
292570,2013,56.45
292570,2014,64.22
292575,2000,22.58
292575,2001,9.20
292575,2002,17.03
292575,2003,21.42
292575,2004,24.63
292575,2005,28.78
292575,2006,20.17
292575,2007,17.33
292575,2008,24.89
292575,2009,30.35
292575,2010,29.38
292575,2011,46.41
292575,2012,48.40
292575,2013,45.67
292575,2014,51.92
292580,2000,50.65
292580,2001,62.12
292580,2002,45.40
292580,2003,44.83
292580,2004,48.13
292580,2005,32.60
292580,2006,22.84
292580,2007,16.99
292580,2008,21.92
292580,2009,32.60
292580,2010,31.17
292580,2011,27.79
292580,2012,41.25
292580,2013,35.76
292580,2014,34.25
292590,2000,15.44
292590,2001,15.55
292590,2002,8.66
292590,2003,9.33
292590,2004,12.94
292590,2005,14.18
292590,2006,21.73
292590,2007,31.79
292590,2008,29.97
292590,2009,39.40
292590,2010,46.87
292590,2011,58.73
292590,2012,64.82
292590,2013,58.84
292590,2014,61.11
292593,2000,14.00
292593,2001,18.49
292593,2002,23.48
292593,2003,10.73
292593,2004,13.17
292593,2005,13.11
292593,2006,18.42
292593,2007,16.66
292593,2008,27.53
292593,2009,35.65
292593,2010,42.39
292593,2011,63.70
292593,2012,73.27
292593,2013,68.53
292593,2014,74.07
292595,2000,17.51
292595,2001,23.79
292595,2002,21.55
292595,2003,24.44
292595,2004,27.95
292595,2005,21.19
292595,2006,26.34
292595,2007,26.83
292595,2008,31.61
292595,2009,34.75
292595,2010,47.00
292595,2011,39.92
292595,2012,47.97
292595,2013,38.97
292595,2014,40.65
292600,2000,53.70
292600,2001,45.37
292600,2002,18.34
292600,2003,13.50
292600,2004,13.19
292600,2005,8.09
292600,2006,10.23
292600,2007,8.97
292600,2008,12.85
292600,2009,8.94
292600,2010,6.45
292600,2011,23.65
292600,2012,26.01
292600,2013,23.17
292600,2014,29.11
292610,2000,55.07
292610,2001,57.48
292610,2002,74.23
292610,2003,57.39
292610,2004,76.09
292610,2005,65.85
292610,2006,61.60
292610,2007,65.18
292610,2008,60.11
292610,2009,62.68
292610,2010,65.00
292610,2011,62.84
292610,2012,66.02
292610,2013,67.69
292610,2014,67.80
292620,2000,14.11
292620,2001,11.35
292620,2002,8.44
292620,2003,8.11
292620,2004,5.24
292620,2005,11.14
292620,2006,18.82
292620,2007,24.00
292620,2008,29.90
292620,2009,29.41
292620,2010,42.52
292620,2011,43.47
292620,2012,47.45
292620,2013,43.13
292620,2014,52.72
292630,2000,22.75
292630,2001,21.31
292630,2002,21.33
292630,2003,30.92
292630,2004,21.11
292630,2005,26.49
292630,2006,29.97
292630,2007,31.84
292630,2008,23.41
292630,2009,32.18
292630,2010,33.95
292630,2011,42.00
292630,2012,44.65
292630,2013,41.45
292630,2014,46.42
292640,2000,1.83
292640,2001,66.91
292640,2002,80.92
292640,2003,79.10
292640,2004,77.53
292640,2005,62.13
292640,2006,64.25
292640,2007,62.10
292640,2008,68.71
292640,2009,39.90
292640,2010,46.13
292640,2011,51.74
292640,2012,56.73
292640,2013,55.93
292640,2014,56.59
292650,2000,18.27
292650,2001,7.69
292650,2002,9.90
292650,2003,18.54
292650,2004,27.75
292650,2005,31.72
292650,2006,16.14
292650,2007,11.89
292650,2008,19.04
292650,2009,22.13
292650,2010,17.93
292650,2011,27.94
292650,2012,38.96
292650,2013,42.13
292650,2014,58.25
292660,2000,9.26
292660,2001,14.04
292660,2002,17.62
292660,2003,12.53
292660,2004,21.69
292660,2005,13.97
292660,2006,24.29
292660,2007,16.64
292660,2008,22.03
292660,2009,20.73
292660,2010,28.94
292660,2011,41.19
292660,2012,42.47
292660,2013,42.25
292660,2014,38.17
292665,2000,10.41
292665,2001,19.62
292665,2002,15.53
292665,2003,21.00
292665,2004,13.33
292665,2005,14.37
292665,2006,23.80
292665,2007,30.11
292665,2008,33.33
292665,2009,17.14
292665,2010,28.12
292665,2011,28.57
292665,2012,36.66
292665,2013,31.42
292665,2014,33.33
292670,2000,27.75
292670,2001,24.87
292670,2002,29.53
292670,2003,46.15
292670,2004,40.00
292670,2005,47.88
292670,2006,53.84
292670,2007,52.98
292670,2008,50.70
292670,2009,54.16
292670,2010,60.29
292670,2011,69.44
292670,2012,78.04
292670,2013,53.50
292670,2014,71.71
292680,2000,17.25
292680,2001,11.97
292680,2002,14.14
292680,2003,20.28
292680,2004,23.80
292680,2005,37.50
292680,2006,47.64
292680,2007,58.39
292680,2008,50.29
292680,2009,56.46
292680,2010,76.51
292680,2011,76.86
292680,2012,63.43
292680,2013,59.45
292680,2014,75.73
292690,2000,28.16
292690,2001,38.99
292690,2002,29.28
292690,2003,44.36
292690,2004,39.85
292690,2005,46.72
292690,2006,40.56
292690,2007,48.97
292690,2008,48.21
292690,2009,54.19
292690,2010,66.95
292690,2011,77.87
292690,2012,82.22
292690,2013,73.21
292690,2014,71.20
292700,2000,3.89
292700,2001,12.62
292700,2002,14.59
292700,2003,19.91
292700,2004,12.72
292700,2005,20.81
292700,2006,47.06
292700,2007,53.59
292700,2008,52.47
292700,2009,54.88
292700,2010,56.12
292700,2011,43.19
292700,2012,44.54
292700,2013,35.59
292700,2014,57.41
292710,2000,26.86
292710,2001,21.42
292710,2002,36.53
292710,2003,31.78
292710,2004,27.46
292710,2005,23.94
292710,2006,40.42
292710,2007,37.20
292710,2008,36.98
292710,2009,52.94
292710,2010,46.71
292710,2011,57.56
292710,2012,51.70
292710,2013,50.74
292710,2014,56.79
292720,2000,13.83
292720,2001,15.07
292720,2002,19.91
292720,2003,20.00
292720,2004,16.13
292720,2005,11.72
292720,2006,12.96
292720,2007,18.52
292720,2008,18.60
292720,2009,19.56
292720,2010,21.91
292720,2011,38.64
292720,2012,41.70
292720,2013,41.53
292720,2014,47.44
292730,2000,11.57
292730,2001,16.81
292730,2002,13.52
292730,2003,19.50
292730,2004,24.73
292730,2005,21.51
292730,2006,27.74
292730,2007,21.35
292730,2008,27.00
292730,2009,28.04
292730,2010,35.32
292730,2011,54.59
292730,2012,51.39
292730,2013,53.40
292730,2014,61.02
292740,2000,48.85
292740,2001,47.17
292740,2002,44.57
292740,2003,47.33
292740,2004,40.33
292740,2005,40.24
292740,2006,46.12
292740,2007,44.28
292740,2008,45.37
292740,2009,48.34
292740,2010,50.58
292740,2011,47.53
292740,2012,46.53
292740,2013,48.21
292740,2014,51.31
292750,2000,9.71
292750,2001,8.49
292750,2002,11.23
292750,2003,16.76
292750,2004,19.12
292750,2005,21.70
292750,2006,26.02
292750,2007,27.72
292750,2008,33.91
292750,2009,36.47
292750,2010,26.21
292750,2011,33.03
292750,2012,26.15
292750,2013,32.50
292750,2014,28.82
292760,2000,9.60
292760,2001,11.18
292760,2002,9.52
292760,2003,13.24
292760,2004,14.44
292760,2005,17.03
292760,2006,16.73
292760,2007,19.87
292760,2008,18.30
292760,2009,19.33
292760,2010,33.57
292760,2011,39.25
292760,2012,31.43
292760,2013,48.81
292760,2014,47.11
292770,2000,53.00
292770,2001,27.72
292770,2002,29.29
292770,2003,32.83
292770,2004,32.74
292770,2005,31.45
292770,2006,34.22
292770,2007,51.69
292770,2008,49.28
292770,2009,35.64
292770,2010,30.54
292770,2011,29.78
292770,2012,37.10
292770,2013,42.08
292770,2014,50.24
292780,2000,20.31
292780,2001,26.50
292780,2002,25.00
292780,2003,47.66
292780,2004,40.86
292780,2005,55.93
292780,2006,32.09
292780,2007,37.33
292780,2008,39.28
292780,2009,47.22
292780,2010,37.50
292780,2011,60.00
292780,2012,54.05
292780,2013,68.35
292780,2014,64.91
292790,2000,15.30
292790,2001,12.39
292790,2002,18.00
292790,2003,29.62
292790,2004,28.23
292790,2005,24.16
292790,2006,52.28
292790,2007,47.72
292790,2008,40.12
292790,2009,28.84
292790,2010,39.25
292790,2011,45.03
292790,2012,40.27
292790,2013,46.52
292790,2014,50.00
292800,2000,25.83
292800,2001,32.56
292800,2002,29.97
292800,2003,29.65
292800,2004,24.03
292800,2005,26.26
292800,2006,23.81
292800,2007,20.03
292800,2008,16.80
292800,2009,26.00
292800,2010,31.54
292800,2011,43.75
292800,2012,48.90
292800,2013,52.52
292800,2014,56.62
292805,2000,13.57
292805,2001,9.09
292805,2002,8.64
292805,2003,10.71
292805,2004,9.09
292805,2005,10.00
292805,2006,16.89
292805,2007,15.04
292805,2008,25.00
292805,2009,16.23
292805,2010,20.31
292805,2011,31.16
292805,2012,23.94
292805,2013,33.33
292805,2014,41.11
292810,2000,5.15
292810,2001,4.30
292810,2002,6.78
292810,2003,18.96
292810,2004,14.59
292810,2005,15.83
292810,2006,17.12
292810,2007,19.72
292810,2008,19.16
292810,2009,16.31
292810,2010,17.97
292810,2011,37.20
292810,2012,46.21
292810,2013,39.51
292810,2014,49.21
292820,2000,49.84
292820,2001,31.60
292820,2002,38.70
292820,2003,40.79
292820,2004,33.15
292820,2005,22.79
292820,2006,17.06
292820,2007,23.60
292820,2008,22.78
292820,2009,33.24
292820,2010,24.59
292820,2011,36.41
292820,2012,38.35
292820,2013,43.73
292820,2014,49.84
292830,2000,12.85
292830,2001,13.92
292830,2002,9.93
292830,2003,30.70
292830,2004,23.60
292830,2005,25.98
292830,2006,25.73
292830,2007,32.16
292830,2008,25.30
292830,2009,31.16
292830,2010,32.33
292830,2011,33.89
292830,2012,35.15
292830,2013,28.31
292830,2014,31.16
292840,2000,20.30
292840,2001,15.05
292840,2002,12.18
292840,2003,21.67
292840,2004,23.47
292840,2005,19.85
292840,2006,24.23
292840,2007,38.30
292840,2008,39.42
292840,2009,35.66
292840,2010,44.61
292840,2011,58.40
292840,2012,57.06
292840,2013,55.99
292840,2014,57.77
292850,2000,6.89
292850,2001,13.48
292850,2002,18.12
292850,2003,14.53
292850,2004,20.10
292850,2005,18.91
292850,2006,25.17
292850,2007,43.15
292850,2008,30.71
292850,2009,40.60
292850,2010,59.86
292850,2011,68.45
292850,2012,64.74
292850,2013,51.79
292850,2014,75.00
292860,2000,67.35
292860,2001,68.41
292860,2002,63.23
292860,2003,46.48
292860,2004,41.52
292860,2005,42.96
292860,2006,45.20
292860,2007,47.87
292860,2008,50.98
292860,2009,47.60
292860,2010,47.08
292860,2011,43.62
292860,2012,45.31
292860,2013,41.31
292860,2014,41.72
292870,2000,5.26
292870,2001,6.87
292870,2002,5.43
292870,2003,9.91
292870,2004,16.10
292870,2005,15.79
292870,2006,17.66
292870,2007,29.99
292870,2008,31.55
292870,2009,32.42
292870,2010,37.60
292870,2011,56.23
292870,2012,56.02
292870,2013,51.91
292870,2014,54.18
292880,2000,19.17
292880,2001,19.12
292880,2002,15.66
292880,2003,23.19
292880,2004,26.07
292880,2005,19.91
292880,2006,23.52
292880,2007,28.64
292880,2008,27.67
292880,2009,32.38
292880,2010,32.11
292880,2011,31.21
292880,2012,34.17
292880,2013,33.76
292880,2014,28.99
292890,2000,8.47
292890,2001,34.28
292890,2002,36.09
292890,2003,49.36
292890,2004,38.46
292890,2005,60.86
292890,2006,62.41
292890,2007,50.88
292890,2008,47.95
292890,2009,53.04
292890,2010,54.26
292890,2011,63.75
292890,2012,68.36
292890,2013,68.90
292890,2014,72.69
292895,2000,42.85
292895,2001,24.79
292895,2002,31.08
292895,2003,34.30
292895,2004,23.88
292895,2005,18.38
292895,2006,19.04
292895,2007,28.44
292895,2008,40.49
292895,2009,41.75
292895,2010,61.76
292895,2011,65.21
292895,2012,70.29
292895,2013,55.29
292895,2014,63.29
292900,2000,18.05
292900,2001,21.35
292900,2002,32.72
292900,2003,54.97
292900,2004,63.54
292900,2005,45.53
292900,2006,81.31
292900,2007,86.01
