ano_obito: Descending,CAUSABAS: Descending,Óbitos
2013,W199,10
2013,A392,9
2013,A91,9
2013,C710,9
2013,D619,9
2013,G404,9
2013,I409,9
2013,J90,9
2013,K659,9
2013,K831,9
2013,P158,9
2013,P359,9
2013,P362,9
2013,Q232,9
2013,Q254,9
2013,Q258,9
2013,W792,9
2013,Y340,9
2013,A060,8
2013,A390,8
2013,A86,8
2013,C719,8
2013,D849,8
2013,E849,8
2013,G409,8
2013,I279,8
2013,I400,8
2013,J069,8
2013,J869,8
2013,J939,8
2013,J981,8
2013,P282,8
2013,P519,8
2013,P748,8
2013,P783,8
2013,P789,8
2013,Q259,8
2013,Q330,8
2013,Q789,8
2013,Q791,8
2013,R090,8
2013,R568,8
2013,V486,8
2013,W800,8
2013,X954,8
2013,Y000,8
2013,Y200,8
2013,B012,7
2013,B019,7
2013,B377,7
2013,C729,7
2013,E440,7
2013,E841,7
2013,G939,7
2013,I428,7
2013,J09,7
2013,J121,7
2013,J188,7
2013,K922,7
2013,P048,7
2013,P049,7
2013,P358,7
2013,P365,7
2013,P910,7
2013,P925,7
2013,Q221,7
2013,Q315,7
2013,Q392,7
2013,Q429,7
2013,Q600,7
2013,Q619,7
2013,Q753,7
2013,Q872,7
2013,Q891,7
2013,Q916,7
2013,Q928,7
2013,R571,7
2013,W749,7
2013,W782,7
2013,Y009,7
2013,Y061,7
2013,Y079,7
2013,Y299,7
2013,A085,6
2013,A499,6
2013,A90,6
2013,C959,6
2013,D180,6
2013,G000,6
2013,I500,6
2013,I514,6
2013,J22,6
2013,K650,6
2013,K769,6
2013,K920,6
2013,L089,6
2013,P016,6
2013,P034,6
2013,P042,6
2013,P270,6
2013,P390,6
2013,P394,6
2013,P618,6
2013,P704,6
2013,P929,6
2013,Q206,6
2013,Q252,6
2013,Q300,6
2013,Q333,6
2013,Q379,6
2013,Q441,6
2013,Q910,6
2013,R570,6
2013,V093,6
2013,V899,6
2013,W788,6
2013,X599,6
2013,Y071,6
2013,A483,5
2013,C749,5
2013,C80,5
2013,D696,5
2013,D762,5
2013,E250,5
2013,E871,5
2013,G628,5
2013,G712,5
2013,H669,5
2013,I461,5
2013,I517,5
2013,J158,5
2013,J182,5
2013,J218,5
2013,J709,5
2013,K409,5
2013,K750,5
2013,N049,5
2013,P014,5
2013,P082,5
2013,P236,5
2013,P258,5
2013,P378,5
2013,P590,5
2013,P613,5
2013,P768,5
2013,P918,5
2013,P920,5
2013,Q202,5
2013,Q400,5
2013,Q446,5
2013,Q451,5
2013,Q610,5
2013,Q611,5
2013,Q758,5
2013,V031,5
2013,W069,5
2013,X990,5
2013,Y090,5
2013,Y209,5
2013,A048,4
2013,A052,4
2013,A162,4
2013,A411,4
2013,B201,4
2013,B208,4
2013,B24,4
2013,B259,4
2013,B349,4
2013,B559,4
2013,B589,4
2013,C64,4
2013,C715,4
2013,D571,4
2013,D593,4
2013,D610,4
2013,D70,4
2013,D759,4
2013,E161,4
2013,E40,4
2013,E441,4
2013,E711,4
2013,E729,4
2013,E752,4
2013,E874,4
2013,G122,4
2013,G410,4
2013,G419,4
2013,I219,4
2013,I272,4
2013,I313,4
2013,I421,4
2013,I615,4
2013,I678,4
2013,J386,4
2013,J448,4
2013,J449,4
2013,J982,4
2013,K319,4
2013,K403,4
2013,K519,4
2013,K550,4
2013,K559,4
2013,K760,4
2013,K909,4
2013,P007,4
2013,P131,4
2013,P230,4
2013,P528,4
2013,P551,4
2013,P570,4
2013,P760,4
2013,P761,4
2013,P915,4
2013,P921,4
2013,Q018,4
2013,Q038,4
2013,Q046,4
2013,Q069,4
2013,Q223,4
2013,Q229,4
2013,Q269,4
2013,Q320,4
2013,Q428,4
2013,Q605,4
2013,Q642,4
2013,Q769,4
2013,Q779,4
2013,Q798,4
2013,Q819,4
2013,Q893,4
2013,Q969,4
2013,R098,4
2013,V99,4
2013,W040,4
2013,W740,4
2013,W759,4
2013,W879,4
2013,X000,4
2013,X090,4
2013,X099,4
2013,X590,4
2013,X919,4
2013,Y839,4
2013,A080,3
2013,A083,3
2013,A084,3
2013,A199,3
2013,A33,3
2013,A391,3
2013,A415,3
2013,A879,3
2013,B018,3
2013,B206,3
2013,B250,3
2013,C229,3
2013,C380,3
2013,C717,3
2013,C762,3
2013,D539,3
2013,D760,3
2013,E031,3
2013,E149,3
2013,E41,3
2013,E848,3
2013,G403,3
2013,G589,3
2013,G710,3
2013,G800,3
2013,G98,3
2013,I269,3
2013,I319,3
2013,I339,3
2013,I499,3
2013,J100,3
2013,J108,3
2013,J111,3
2013,J46,3
2013,J698,3
2013,J840,3
2013,J841,3
2013,J961,3
2013,J989,3
2013,K429,3
2013,K510,3
2013,K565,3
2013,K638,3
2013,K720,3
2013,L00,3
2013,M009,3
2013,N12,3
2013,P101,3
2013,P109,3
2013,P112,3
2013,P242,3
2013,P364,3
2013,P501,3
2013,P525,3
2013,P744,3
2013,P800,3
2013,Q010,3
2013,Q228,3
2013,Q231,3
2013,Q233,3
2013,Q239,3
2013,Q244,3
2013,Q270,3
2013,Q278,3
2013,Q282,3
2013,Q288,3
2013,Q318,3
2013,Q348,3
2013,Q393,3
2013,Q399,3
2013,Q402,3
2013,Q418,3
2013,Q422,3
2013,Q436,3
2013,Q444,3
2013,Q604,3
2013,Q643,3
2013,Q647,3
2013,Q751,3
2013,Q764,3
2013,Q772,3
2013,Q782,3
2013,Q900,3
2013,R961,3
2013,W049,3
2013,W170,3
2013,W192,3
2013,W230,3
2013,W650,3
2013,W698,3
2013,W809,3
2013,W842,3
2013,X950,3
2013,X999,3
2013,Y049,3
2013,Y069,3
2013,Y219,3
2013,Y339,3
2013,Y342,3
2013,A059,2
2013,A170,2
2013,A182,2
2013,A369,2
2013,A409,2
2013,A412,2
2013,A872,2
2013,B190,2
2013,B199,2
2013,B370,2
2013,B86,2
2013,C222,2
2013,C716,2
2013,C859,2
2013,C929,2
2013,C950,2
2013,D181,2
2013,D570,2
2013,D591,2
2013,D599,2
2013,D694,2
2013,D761,2
2013,E101,2
2013,E232,2
2013,E268,2
2013,E722,2
2013,E739,2
2013,E835,2
2013,E870,2
2013,G042,2
2013,G060,2
2013,G121,2
2013,G609,2
2013,G709,2
2013,G825,2
2013,G930,2
2013,G932,2
2013,G938,2
2013,H660,2
2013,I10,2
2013,I110,2
2013,I248,2
2013,I255,2
2013,I471,2
2013,I501,2
2013,I609,2
2013,I898,2
2013,J118,2
2013,J150,2
2013,J152,2
2013,J851,2
2013,J852,2
2013,J942,2
2013,K210,2
2013,K469,2
2013,K551,2
2013,K564,2
2013,K591,2
2013,K598,2
2013,K599,2
2013,K632,2
2013,K668,2
2013,K740,2
2013,K759,2
2013,K767,2
2013,K928,2
2013,L080,2
2013,L512,2
2013,N10,2
2013,N189,2
2013,N309,2
2013,P032,2
2013,P043,2
2013,P102,2
2013,P129,2
2013,P238,2
2013,P252,2
2013,P253,2
2013,P260,2
2013,P294,2
2013,P350,2
2013,P352,2
2013,P370,2
2013,P503,2
2013,P521,2
2013,P542,2
2013,P558,2
2013,P592,2
2013,P598,2
2013,P729,2
2013,P745,2
2013,P810,2
2013,P818,2
2013,P834,2
2013,P942,2
2013,Q002,2
2013,Q057,2
2013,Q061,2
2013,Q078,2
2013,Q214,2
2013,Q263,2
2013,Q279,2
2013,Q301,2
2013,Q332,2
2013,Q334,2
2013,Q369,2
2013,Q398,2
2013,Q408,2
2013,Q409,2
2013,Q430,2
2013,Q445,2
2013,Q458,2
2013,Q603,2
2013,Q638,2
2013,Q641,2
2013,Q648,2
2013,Q678,2
2013,Q809,2
2013,Q911,2
2013,Q914,2
2013,Q927,2
2013,Q933,2
2013,Q935,2
2013,R073,2
2013,R17,2
2013,R578,2
2013,V099,2
2013,V225,2
2013,V299,2
2013,V439,2
2013,V476,2
2013,V495,2
2013,V686,2
2013,W680,2
2013,W699,2
2013,W769,2
2013,W798,2
2013,W839,2
2013,W844,2
2013,W870,2
2013,X100,2
2013,X549,2
2013,X955,2
2013,Y210,2
2013,Y218,2
2013,Y249,2
2013,Y290,2
2013,Y300,2
2013,Y330,2
2013,Y344,2
2013,Y832,2
2013,Y834,2
2013,Y836,2
2013,A041,1
2013,A066,1
2013,A070,1
2013,A079,1
2013,A150,1
2013,A403,1
2013,A410,1
2013,A413,1
2013,A488,1
2013,A490,1
2013,A498,1
2013,A501,1
2013,A527,1
2013,A539,1
2013,A689,1
2013,A858,1
2013,A99,1
2013,B004,1
2013,B059,1
2013,B159,1
2013,B204,1
2013,B232,1
2013,B341,1
2013,B348,1
2013,B376,1
2013,B488,1
2013,B582,1
2013,B770,1
2013,B778,1
2013,C109,1
2013,C227,1
2013,C240,1
2013,C259,1
2013,C329,1
2013,C33,1
2013,C349,1
2013,C409,1
2013,C444,1
2013,C499,1
2013,C718,1
2013,C720,1
2013,C73,1
2013,C752,1
2013,C760,1
2013,C761,1
2013,C787,1
2013,C793,1
2013,C837,1
2013,C917,1
2013,C924,1
2013,C925,1
2013,C930,1
2013,D103,1
2013,D137,1
2013,D150,1
2013,D331,1
2013,D369,1
2013,D430,1
2013,D432,1
2013,D434,1
2013,D441,1
2013,D469,1
2013,D483,1
2013,D578,1
2013,D580,1
2013,D62,1
2013,D692,1
2013,D693,1
2013,D735,1
2013,D803,1
2013,D811,1
2013,D819,1
2013,D860,1
2013,E127,1
2013,E141,1
2013,E162,1
2013,E222,1
2013,E274,1
2013,E278,1
2013,E320,1
2013,E343,1
2013,E348,1
2013,E42,1
2013,E550,1
2013,E639,1
2013,E703,1
2013,E740,1
2013,E744,1
2013,E749,1
2013,E762,1
2013,E805,1
2013,E807,1
2013,E830,1
2013,E831,1
2013,E875,1
2013,E877,1
2013,E888,1
2013,F069,1
2013,G008,1
2013,G030,1
2013,G08,1
2013,G09,1
2013,G129,1
2013,G249,1
2013,G258,1
2013,G401,1
2013,G473,1
2013,G603,1
2013,G711,1
2013,G713,1
2013,G719,1
2013,G801,1
2013,G808,1
2013,G909,1
2013,G911,1
2013,H709,1
2013,I00,1
2013,I011,1
2013,I250,1
2013,I309,1
2013,I408,1
2013,I442,1
2013,I456,1
2013,I470,1
2013,I490,1
2013,I492,1
2013,I498,1
2013,I630,1
2013,I64,1
2013,I674,1
2013,I710,1
2013,I739,1
2013,I776,1
2013,I779,1
2013,I802,1
2013,I808,1
2013,I81,1
2013,I822,1
2013,I828,1
2013,I829,1
2013,I832,1
2013,I850,1
2013,I871,1
2013,J042,1
2013,J101,1
2013,J120,1
2013,J128,1
2013,J14,1
2013,J151,1
2013,J156,1
2013,J168,1
2013,J340,1
2013,J398,1
2013,J399,1
2013,J40,1
2013,J411,1
2013,J42,1
2013,J439,1
2013,J440,1
2013,J450,1
2013,J47,1
2013,J677,1
2013,J684,1
2013,J689,1
2013,J700,1
2013,J708,1
2013,J848,1
2013,J850,1
2013,J853,1
2013,J930,1
2013,J931,1
2013,J938,1
2013,J985,1
2013,J986,1
2013,K220,1
2013,K222,1
2013,K223,1
2013,K290,1
2013,K292,1
2013,K299,1
2013,K315,1
2013,K350,1
2013,K37,1
2013,K402,1
2013,K420,1
2013,K421,1
2013,K439,1
2013,K449,1
2013,K522,1
2013,K567,1
2013,K570,1
2013,K593,1
2013,K610,1
2013,K628,1
2013,K639,1
2013,K660,1
2013,K752,1
2013,K758,1
2013,K768,1
2013,K850,1
2013,K859,1
2013,K903,1
2013,K904,1
2013,K929,1
2013,L010,1
2013,L011,1
2013,L020,1
2013,L029,1
2013,L032,1
2013,L038,1
2013,L123,1
2013,L97,1
2013,L988,1
2013,L989,1
2013,M622,1
2013,N009,1
2013,N058,1
2013,N059,1
2013,N133,1
2013,N136,1
2013,N151,1
2013,N258,1
2013,N319,1
2013,N450,1
2013,N498,1
2013,N719,1
2013,P006,1
2013,P033,1
2013,P100,1
2013,P110,1
2013,P111,1
2013,P119,1
2013,P120,1
2013,P122,1
2013,P139,1
2013,P142,1
2013,P233,1
2013,P373,1
2013,P502,1
2013,P505,1
2013,P522,1
2013,P540,1
2013,P585,1
2013,P588,1
2013,P589,1
2013,P593,1
2013,P611,1
2013,P615,1
2013,P703,1
2013,P709,1
2013,P719,1
2013,P720,1
2013,P743,1
2013,P808,1
2013,P838,1
2013,P912,1
2013,P914,1
2013,P928,1
2013,P93,1
2013,P941,1
2013,P949,1
2013,P963,1
2013,Q030,1
2013,Q045,1
2013,Q052,1
2013,Q053,1
2013,Q058,1
2013,Q060,1
2013,Q068,1
2013,Q184,1
2013,Q205,1
2013,Q238,1
2013,Q241,1
2013,Q242,1
2013,Q253,1
2013,Q260,1
2013,Q264,1
2013,Q281,1
2013,Q283,1
2013,Q303,1
2013,Q308,1
2013,Q311,1
2013,Q312,1
2013,Q313,1
2013,Q319,1
2013,Q341,1
2013,Q353,1
2013,Q388,1
2013,Q435,1
2013,Q437,1
2013,Q443,1
2013,Q501,1
2013,Q518,1
2013,Q528,1
2013,Q529,1
2013,Q623,1
2013,Q624,1
2013,Q633,1
2013,Q645,1
2013,Q674,1
2013,Q740,1
2013,Q749,1
2013,Q754,1
2013,Q766,1
2013,Q767,1
2013,Q770,1
2013,Q773,1
2013,Q788,1
2013,Q804,1
2013,Q858,1
2013,Q868,1
2013,Q873,1
2013,Q874,1
2013,Q890,1
2013,Q915,1
2013,Q922,1
2013,Q934,1
2013,Q938,1
2013,Q939,1
2013,Q982,1
2013,R000,1
2013,R011,1
2013,R048,1
2013,R049,1
2013,R05,1
2013,R060,1
2013,R068,1
2013,R100,1
2013,R103,1
2013,R14,1
2013,R162,1
2013,R18,1
2013,R192,1
2013,R278,1
2013,R291,1
2013,R298,1
2013,R509,1
2013,R579,1
2013,R58,1
2013,R628,1
2013,R629,1
2013,V021,1
2013,V426,1
2013,V429,1
2013,V489,1
2013,V496,1
2013,V695,1
2013,V782,1
2013,V786,1
2013,V800,1
2013,V874,1
2013,V877,1
2013,V878,1
2013,V879,1
2013,V909,1
2013,V949,1
2013,W044,1
2013,W054,1
2013,W110,1
2013,W130,1
2013,W180,1
2013,W190,1
2013,W200,1
2013,W209,1
2013,W239,1
2013,W349,1
2013,W640,1
2013,W670,1
2013,W690,1
2013,W700,1
2013,W730,1
2013,W732,1
2013,W738,1
2013,W742,1
2013,W745,1
2013,W748,1
2013,W752,1
2013,W758,1
2013,W770,1
2013,W784,1
2013,W787,1
2013,W802,1
2013,W818,1
2013,W830,1
2013,W848,1
2013,W850,1
2013,W862,1
2013,W874,1
2013,X004,1
2013,X094,1
2013,X109,1
2013,X129,1
2013,X259,1
2013,X305,1
2013,X310,1
2013,X360,1
2013,X479,1
2013,X499,1
2013,X902,1
2013,X918,1
2013,X934,1
2013,X958,1
2013,X959,1
2013,Y004,1
2013,Y019,1
2013,Y040,1
2013,Y044,1
2013,Y057,1
2013,Y059,1
2013,Y080,1
2013,Y094,1
2013,Y190,1
2013,Y202,1
2013,Y204,1
2013,Y208,1
2013,Y212,1
2013,Y289,1
2013,Y309,1
2013,Y334,1
2013,Y580,1
2013,Y758,1
2013,Y831,1
2013,Y848,1
2013,Y849,1
2014,P369,3077
2014,P220,2488
2014,Q249,1602
2014,P000,1009
2014,J189,846
2014,P219,828
2014,P011,740
2014,P072,722
2014,P070,634
2014,A419,619
2014,P77,597
2014,P001,572
2014,P021,570
2014,R99,555
2014,P240,536
2014,Q000,524
2014,P027,504
2014,A09,457
2014,P969,436
2014,Q897,426
2014,P209,401
2014,P229,398
2014,P015,396
2014,P073,383
2014,P239,382
2014,Q899,366
2014,P280,350
2014,P285,347
2014,P269,341
2014,Q336,340
2014,P210,327
2014,P399,320
2014,Q793,292
2014,P249,290
2014,J180,266
2014,Q790,260
2014,P010,257
2014,P291,257
2014,Q248,251
2014,Q039,234
2014,P002,219
2014,Q913,218
2014,P968,205
2014,P071,196
2014,Q909,184
2014,Q234,173
2014,P008,163
2014,W849,163
2014,R98,159
2014,R95,158
2014,P012,154
2014,P960,152
2014,P038,148
2014,P290,148
2014,Q213,132
2014,P271,129
2014,J219,128
2014,Q250,126
2014,P832,124
2014,P251,118
2014,E46,116
2014,Q203,116
2014,A379,115
2014,J690,114
2014,P293,105
2014,J159,103
2014,W780,103
2014,A502,101
2014,P243,101
2014,E43,93
2014,P60,93
2014,Q917,93
2014,Q999,91
2014,P022,90
2014,G919,87
2014,P200,86
2014,Q390,86
2014,Q251,85
2014,P035,83
2014,Q043,82
2014,Q210,80
2014,Q792,80
2014,P009,79
2014,P201,79
2014,Q049,75
2014,P292,73
2014,W790,71
2014,P298,69
2014,Q211,69
2014,W789,69
2014,P368,65
2014,P059,63
2014,P025,62
2014,Q212,61
2014,Q442,60
2014,W799,60
2014,P529,59
2014,P039,58
2014,Q042,55
2014,Q613,55
2014,Q894,55
2014,A509,53
2014,P289,53
2014,E86,52
2014,Q601,52
2014,I424,51
2014,P261,50
2014,W750,50
2014,P288,49
2014,P024,48
2014,P241,48
2014,P361,48
2014,P780,48
2014,Q079,47
2014,Q878,47
2014,R092,45
2014,P020,44
2014,P044,44
2014,J960,43
2014,P031,43
2014,P38,43
2014,Q019,43
2014,Q031,43
2014,Q200,43
2014,J81,42
2014,P013,42
2014,W840,42
2014,G009,41
2014,G809,41
2014,Q898,41
2014,P299,40
2014,Y349,40
2014,G039,39
2014,K729,39
2014,Q208,39
2014,Q220,39
2014,Q257,38
2014,Q391,38
2014,Q639,38
2014,P159,37
2014,I420,36
2014,P019,36
2014,P579,36
2014,K219,35
2014,Q059,35
2014,Q209,35
2014,Q606,35
2014,D649,34
2014,P833,34
2014,I270,33
2014,N390,33
2014,P023,33
2014,P916,33
2014,Q218,33
2014,N179,32
2014,P005,32
2014,J969,31
2014,P53,31
2014,Q02,31
2014,G934,30
2014,P003,30
2014,P559,30
2014,P599,30
2014,P619,30
2014,Q201,29
2014,Q439,29
2014,P90,28
2014,P964,28
2014,Q338,28
2014,Q431,28
2014,Q870,28
2014,D65,27
2014,E872,27
2014,P050,27
2014,P371,27
2014,P550,27
2014,Q339,27
2014,E878,26
2014,K566,26
2014,P281,26
2014,Q289,26
2014,N19,25
2014,P228,25
2014,P612,25
2014,P700,25
2014,P701,25
2014,P769,25
2014,Q054,25
2014,Q204,25
2014,Q602,25
2014,E889,24
2014,J209,24
2014,Q224,24
2014,Q780,24
2014,J210,23
2014,J984,23
2014,P018,23
2014,Q219,23
2014,Q321,23
2014,Q410,23
2014,Q875,23
2014,A049,22
2014,P029,22
2014,Q225,22
2014,Q411,22
2014,Q419,22
2014,A500,21
2014,G931,21
2014,Q230,21
2014,Y098,21
2014,B550,20
2014,I519,20
2014,P524,20
2014,A394,19
2014,I509,19
2014,J988,19
2014,P028,19
2014,P392,19
2014,P398,19
2014,P582,19
2014,Q614,19
2014,D689,18
2014,G049,18
2014,G936,18
2014,J459,18
2014,P026,18
2014,P221,18
2014,P284,18
2014,P614,18
2014,Q438,18
2014,I429,17
2014,J181,17
2014,P030,17
2014,P211,17
2014,P788,17
2014,Q255,17
2014,Q259,17
2014,Q620,17
2014,V499,17
2014,G409,16
2014,J80,16
2014,P041,16
2014,P393,16
2014,Q040,16
2014,I629,15
2014,P282,15
2014,P809,15
2014,Q412,15
2014,Q619,15
2014,Q649,15
2014,V892,15
2014,A370,14
2014,G001,14
2014,I500,14
2014,I619,14
2014,K561,14
2014,K769,14
2014,P017,14
2014,P268,14
2014,P351,14
2014,P610,14
2014,P616,14
2014,P741,14
2014,Q254,14
2014,Q330,14
2014,Q459,14
2014,Q771,14
2014,A418,13
2014,B49,13
2014,J961,13
2014,P051,13
2014,P375,13
2014,P740,13
2014,P781,13
2014,Q221,13
2014,Q447,13
2014,Q759,13
2014,R090,13
2014,Y838,13
2014,B207,12
2014,K659,12
2014,P004,12
2014,P360,12
2014,P379,12
2014,P523,12
2014,P549,12
2014,P748,12
2014,P749,12
2014,Q012,12
2014,Q240,12
2014,Q246,12
2014,Q268,12
2014,Q423,12
2014,Q433,12
2014,Q794,12
2014,Q912,12
2014,B99,11
2014,I330,11
2014,I422,11
2014,K831,11
2014,P278,11
2014,P279,11
2014,P929,11
2014,Q256,11
2014,R688,11
2014,R960,11
2014,Y099,11
2014,A047,10
2014,A060,10
2014,C710,10
2014,G629,10
2014,J939,10
2014,P036,10
2014,P570,10
2014,P704,10
2014,P783,10
2014,Q070,10
2014,Q232,10
2014,Q262,10
2014,Q642,10
2014,Q799,10
2014,V436,10
2014,A392,9
2014,B259,9
2014,G002,9
2014,G120,9
2014,G939,9
2014,I409,9
2014,I514,9
2014,J069,9
2014,J849,9
2014,K562,9
2014,K631,9
2014,P042,9
2014,P248,9
2014,P378,9
2014,P590,9
2014,Q048,9
2014,Q245,9
2014,Q349,9
2014,Q369,9
2014,Q379,9
2014,Q871,9
2014,V486,9
2014,W199,9
2014,W782,9
2014,A390,8
2014,B018,8
2014,C749,8
2014,C910,8
2014,C920,8
2014,D181,8
2014,D570,8
2014,D849,8
2014,E840,8
2014,I428,8
2014,J110,8
2014,J129,8
2014,K529,8
2014,K650,8
2014,P258,8
2014,P270,8
2014,P543,8
2014,P569,8
2014,P789,8
2014,P910,8
2014,Q038,8
2014,Q233,8
2014,Q258,8
2014,Q359,8
2014,Q392,8
2014,Q774,8
2014,Q789,8
2014,Q795,8
2014,X910,8
2014,A412,7
2014,A91,7
2014,B377,7
2014,C64,7
2014,C719,7
2014,D571,7
2014,G000,7
2014,G628,7
2014,I400,7
2014,I499,7
2014,J188,7
2014,J22,7
2014,J398,7
2014,J980,7
2014,K550,7
2014,K593,7
2014,P043,7
2014,P082,7
2014,P283,7
2014,P363,7
2014,P509,7
2014,P522,7
2014,P918,7
2014,Q202,7
2014,Q226,7
2014,Q429,7
2014,Q451,7
2014,Q998,7
2014,R568,7
2014,W740,7
2014,W749,7
2014,Y079,7
2014,A085,6
2014,B019,6
2014,B349,6
2014,C959,6
2014,D593,6
2014,D70,6
2014,E149,6
2014,E162,6
2014,E250,6
2014,E40,6
2014,E849,6
2014,I461,6
2014,I517,6
2014,I898,6
2014,J158,6
2014,J709,6
2014,L089,6
2014,N049,6
2014,P548,6
2014,P760,6
2014,Q315,6
2014,Q318,6
2014,Q320,6
2014,Q324,6
2014,Q333,6
2014,Q400,6
2014,Q421,6
2014,Q422,6
2014,Q753,6
2014,Q791,6
2014,R570,6
2014,V446,6
2014,W060,6
2014,W809,6
2014,W870,6
2014,X599,6
2014,Y090,6
2014,Y209,6
2014,Y299,6
2014,Y340,6
2014,A048,5
2014,A052,5
2014,A083,5
2014,A162,5
2014,A499,5
2014,A879,5
2014,B227,5
2014,E41,5
2014,E888,5
2014,G003,5
2014,G008,5
2014,G609,5
2014,G911,5
2014,H669,5
2014,I313,5
2014,I501,5
2014,J218,5
2014,J46,5
2014,J90,5
2014,K403,5
2014,K510,5
2014,K639,5
2014,P016,5
2014,P034,5
2014,P238,5
2014,P250,5
2014,P394,5
2014,P744,5
2014,P915,5
2014,P921,5
2014,Q205,5
2014,Q228,5
2014,Q231,5
2014,Q269,5
2014,Q311,5
2014,Q428,5
2014,Q458,5
2014,Q564,5
2014,Q600,5
2014,Q641,5
2014,Q769,5
2014,Q798,5
2014,Q911,5
2014,Q969,5
2014,W190,5
2014,Y000,5
2014,Y210,5
2014,A084,4
2014,A90,4
2014,C222,4
2014,C729,4
2014,C762,4
2014,D539,4
2014,D589,4
2014,D619,4
2014,E42,4
2014,E742,4
2014,G404,4
2014,G410,4
2014,G918,4
2014,G938,4
2014,I10,4
2014,I271,4
2014,I279,4
2014,I319,4
2014,I339,4
2014,I609,4
2014,I615,4
2014,I678,4
2014,J121,4
2014,J128,4
2014,J150,4
2014,J698,4
2014,K519,4
2014,K638,4
2014,K720,4
2014,K922,4
2014,M009,4
2014,N12,4
2014,P236,4
2014,P294,4
2014,P528,4
2014,P558,4
2014,P560,4
2014,P592,4
2014,P709,4
2014,P761,4
2014,P819,4
2014,P914,4
2014,P928,4
2014,P942,4
2014,Q046,4
2014,Q239,4
2014,Q253,4
2014,Q300,4
2014,Q409,4
2014,Q604,4
2014,Q611,4
2014,Q627,4
2014,Q648,4
2014,Q872,4
2014,Q910,4
2014,Q916,4
2014,Q927,4
2014,Q933,4
2014,R579,4
2014,V031,4
2014,V489,4
2014,V899,4
2014,W800,4
2014,W879,4
2014,X090,4
2014,X959,4
2014,Y061,4
2014,A199,3
2014,A483,3
2014,A86,3
2014,A872,3
2014,A99,3
2014,B24,3
2014,B559,3
2014,C229,3
2014,C380,3
2014,C499,3
2014,D696,3
2014,E440,3
2014,E45,3
2014,E722,3
2014,E752,3
2014,E875,3
2014,E880,3
2014,G042,3
2014,G419,3
2014,G710,3
2014,G712,3
2014,G932,3
2014,G969,3
2014,I471,3
2014,J039,3
2014,J09,3
2014,J386,3
2014,J449,3
2014,J841,3
2014,J869,3
2014,J981,3
2014,K409,3
2014,K429,3
2014,K559,3
2014,K560,3
2014,K750,3
2014,K759,3
2014,K768,3
2014,K909,3
2014,K928,3
2014,M622,3
2014,N189,3
2014,P032,3
2014,P048,3
2014,P109,3
2014,P111,3
2014,P158,3
2014,P362,3
2014,P519,3
2014,P526,3
2014,P768,3
2014,P965,3
2014,Q001,3
2014,Q018,3
2014,Q223,3
2014,Q238,3
2014,Q252,3
2014,Q282,3
2014,Q319,3
2014,Q408,3
2014,Q430,3
2014,Q441,3
2014,Q446,3
2014,Q647,3
2014,Q750,3
2014,Q751,3
2014,Q770,3
2014,Q778,3
2014,Q779,3
2014,Q788,3
2014,Q891,3
2014,Q928,3
2014,Q934,3
2014,R571,3
2014,V093,3
2014,V299,3
2014,V99,3
2014,W209,3
2014,W650,3
2014,W730,3
2014,W759,3
2014,W760,3
2014,W788,3
2014,W792,3
2014,W842,3
2014,X950,3
2014,X954,3
2014,Y009,3
2014,Y071,3
2014,Y290,3
2014,A021,2
2014,A079,2
2014,A178,2
2014,A310,2
2014,A411,2
2014,A415,2
2014,B004,2
2014,B201,2
2014,B208,2
2014,B376,2
2014,C169,2
2014,C509,2
2014,C717,2
2014,C80,2
2014,C919,2
2014,D151,2
2014,D180,2
2014,D381,2
2014,D430,2
2014,D487,2
2014,D610,2
2014,D648,2
2014,D694,2
2014,D699,2
2014,D759,2
2014,D761,2
2014,D762,2
2014,D838,2
2014,E441,2
2014,E711,2
2014,E740,2
2014,E778,2
2014,E841,2
2014,G122,2
2014,G589,2
2014,G600,2
2014,G719,2
2014,G909,2
2014,G910,2
2014,G968,2
2014,I219,2
2014,I269,2
2014,I421,2
2014,I442,2
2014,I513,2
2014,I608,2
2014,I639,2
2014,I64,2
2014,I802,2
2014,I829,2
2014,J040,2
2014,J042,2
2014,J111,2
2014,J13,2
2014,J152,2
2014,J168,2
2014,J205,2
2014,J371,2
2014,J40,2
2014,J440,2
2014,J448,2
2014,J458,2
2014,J851,2
2014,J853,2
2014,J860,2
2014,J989,2
2014,K318,2
2014,K319,2
2014,K400,2
2014,K518,2
2014,K567,2
2014,K591,2
2014,K632,2
2014,K710,2
2014,K760,2
2014,K904,2
2014,K920,2
2014,K929,2
2014,L033,2
2014,L080,2
2014,N133,2
2014,N319,2
2014,P007,2
2014,P046,2
2014,P049,2
2014,P052,2
2014,P100,2
2014,P112,2
2014,P253,2
2014,P260,2
2014,P352,2
2014,P353,2
2014,P358,2
2014,P359,2
2014,P390,2
2014,P520,2
2014,P551,2
2014,P578,2
2014,P585,2
2014,P588,2
2014,P611,2
2014,P613,2
2014,P702,2
2014,P729,2
2014,P743,2
2014,P800,2
2014,P818,2
2014,P838,2
2014,P919,2
2014,P920,2
2014,P940,2
2014,P948,2
2014,P961,2
2014,Q051,2
2014,Q061,2
2014,Q063,2
2014,Q069,2
2014,Q078,2
2014,Q229,2
2014,Q244,2
2014,Q260,2
2014,Q264,2
2014,Q270,2
2014,Q273,2
